email,username,password,sock,topic_0,pos_0,topic_1,pos_1,topic_2,pos_2,strategy,turk_ids
Heather_1305@sockpuppet.com,Heather_1305,kkyddw,13,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1SGY0IN5YXCUJ
Molly_6243@sockpuppet.com,Molly_6243,xiesep,13,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1SGY0IN5YXCUJ
Holly_4729@sockpuppet.com,Holly_4729,zsvxkg,13,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1SGY0IN5YXCUJ
Emily_5878@sockpuppet.com,Emily_5878,nceefv,13,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1SGY0IN5YXCUJ
Jamal_1305@sockpuppet.com,Jamal_1305,ktzzfe,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Bradley_3728@sockpuppet.com,Bradley_3728,piuokb,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Willie_2861@sockpuppet.com,Willie_2861,hepzpy,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Allison_2897@sockpuppet.com,Allison_2897,hwjlhe,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Connor_1039@sockpuppet.com,Connor_1039,zdzngd,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Jack_8867@sockpuppet.com,Jack_8867,dzkmbm,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Diamond_9264@sockpuppet.com,Diamond_9264,ymumbf,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Emily_7242@sockpuppet.com,Emily_7242,urxeof,14,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,UNRESTRICTED,A1MR9W2ZQ99TFU
Willie_8565@sockpuppet.com,Willie_8565,mttnwe,15,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,ASQ460H8M8OOT
Amy_8803@sockpuppet.com,Amy_8803,rwcanc,15,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,ASQ460H8M8OOT
Raven_4656@sockpuppet.com,Raven_4656,pkwwtu,15,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,ASQ460H8M8OOT
Jenna_3354@sockpuppet.com,Jenna_3354,inykur,15,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,ASQ460H8M8OOT
Malik_5408@sockpuppet.com,Malik_5408,qlqouy,16,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1B2V27QSGPT6W
Emma_3858@sockpuppet.com,Emma_3858,frbrkz,16,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1B2V27QSGPT6W
Diamond_1742@sockpuppet.com,Diamond_1742,kbflvz,16,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1B2V27QSGPT6W
Claire_3576@sockpuppet.com,Claire_3576,nxangc,16,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1B2V27QSGPT6W
Bradley_6743@sockpuppet.com,Bradley_6743,jlkujf,16,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1B2V27QSGPT6W
Katie_3998@sockpuppet.com,Katie_3998,zwyuqg,17,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,AAM0Q3DCSSQ0A
Luke_7610@sockpuppet.com,Luke_7610,otoogd,17,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,AAM0Q3DCSSQ0A
Tanner_2028@sockpuppet.com,Tanner_2028,xuxxjm,17,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,AAM0Q3DCSSQ0A
Logan_3103@sockpuppet.com,Logan_3103,jkkuqr,17,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,AAM0Q3DCSSQ0A
Jenna_5040@sockpuppet.com,Jenna_5040,awmwvf,18,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,COVERT,A247TCDIBB07JC
Cole_7125@sockpuppet.com,Cole_7125,tbnbrq,18,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,COVERT,A247TCDIBB07JC
Kathryn_6720@sockpuppet.com,Kathryn_6720,rjdxph,18,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,COVERT,A247TCDIBB07JC
Holly_2257@sockpuppet.com,Holly_2257,archzb,18,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,COVERT,A247TCDIBB07JC
Dustin_3617@sockpuppet.com,Dustin_3617,gqnqqi,19,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,COVERT,A2470VL9L4QFFS
Tanner_6049@sockpuppet.com,Tanner_6049,efzjdd,19,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,COVERT,A2470VL9L4QFFS
Holly_5408@sockpuppet.com,Holly_5408,btjgwr,19,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,COVERT,A2470VL9L4QFFS
Malik_2690@sockpuppet.com,Malik_2690,xakzff,19,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,COVERT,A2470VL9L4QFFS
Jenna_5414@sockpuppet.com,Jenna_5414,kkepyp,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Jack_3634@sockpuppet.com,Jack_3634,uyyswq,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Luke_5277@sockpuppet.com,Luke_5277,physvv,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Kathryn_5040@sockpuppet.com,Kathryn_5040,wxchzj,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Connor_904@sockpuppet.com,Connor_904,xtjtcp,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Katherine_3595@sockpuppet.com,Katherine_3595,ublpwm,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Jamal_12@sockpuppet.com,Jamal_12,eacitj,20,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,OVERT,A10BK13LCI8Z87
Jenna_396@sockpuppet.com,Jenna_396,anjukv,21,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,UNRESTRICTED,AIHCZOO4BTPTJ
Raven_2660@sockpuppet.com,Raven_2660,yswrxu,21,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,UNRESTRICTED,AIHCZOO4BTPTJ
Allison_1051@sockpuppet.com,Allison_1051,hbtinx,21,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,UNRESTRICTED,AIHCZOO4BTPTJ
Lucas_3076@sockpuppet.com,Lucas_3076,csmclg,21,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,UNRESTRICTED,AIHCZOO4BTPTJ
Hannah_8001@sockpuppet.com,Hannah_8001,cgzepj,22,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,AR4XFM7G1W0VQ
Heather_938@sockpuppet.com,Heather_938,dumlxr,22,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,AR4XFM7G1W0VQ
Cole_2350@sockpuppet.com,Cole_2350,iqwniq,22,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,AR4XFM7G1W0VQ
Katie_2393@sockpuppet.com,Katie_2393,thdzmw,22,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,AR4XFM7G1W0VQ
Jack_1025@sockpuppet.com,Jack_1025,dbyejw,22,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,AR4XFM7G1W0VQ
Jake_1010@sockpuppet.com,Jake_1010,ryysxx,22,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,AR4XFM7G1W0VQ
Jenna_9375@sockpuppet.com,Jenna_9375,lqiuen,23,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,COVERT,A30HUZHJBOX1LK
Carly_1981@sockpuppet.com,Carly_1981,zcffqw,23,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,COVERT,A30HUZHJBOX1LK
Jamal_3487@sockpuppet.com,Jamal_3487,lyteau,23,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,COVERT,A30HUZHJBOX1LK
Raven_4882@sockpuppet.com,Raven_4882,xmcgnh,23,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,COVERT,A30HUZHJBOX1LK
Allison_8327@sockpuppet.com,Allison_8327,gmzhjy,23,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,COVERT,A30HUZHJBOX1LK
Amy_4228@sockpuppet.com,Amy_4228,rtjxbb,24,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,UNRESTRICTED,AAKBYJD64R6K
Cody_8289@sockpuppet.com,Cody_8289,hykqyt,24,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,UNRESTRICTED,AAKBYJD64R6K
Jamal_3819@sockpuppet.com,Jamal_3819,ghsfdj,24,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,UNRESTRICTED,AAKBYJD64R6K
Lucas_3655@sockpuppet.com,Lucas_3655,owdgjj,24,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,UNRESTRICTED,AAKBYJD64R6K
Dustin_5178@sockpuppet.com,Dustin_5178,whxuci,24,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,UNRESTRICTED,AAKBYJD64R6K
Cody_183@sockpuppet.com,Cody_183,ggombq,25,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,COVERT,ANR0LIX0VLUYJ
Jamal_9211@sockpuppet.com,Jamal_9211,cnmqdp,25,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,COVERT,ANR0LIX0VLUYJ
Cole_7762@sockpuppet.com,Cole_7762,kyqogh,25,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,COVERT,ANR0LIX0VLUYJ
Katherine_5766@sockpuppet.com,Katherine_5766,tzttqz,25,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,COVERT,ANR0LIX0VLUYJ
Jake_5851@sockpuppet.com,Jake_5851,qnowfd,26,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A20ASMCESA51U4
Jacob_1882@sockpuppet.com,Jacob_1882,pbayxs,26,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A20ASMCESA51U4
Holly_1067@sockpuppet.com,Holly_1067,ghkrcb,26,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A20ASMCESA51U4
Jamal_4474@sockpuppet.com,Jamal_4474,nxoqfj,26,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A20ASMCESA51U4
Jacob_7089@sockpuppet.com,Jacob_7089,oihrgm,26,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A20ASMCESA51U4
Carly_2690@sockpuppet.com,Carly_2690,diihyx,27,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,OVERT,A33ZLN05SVEI66
Katie_5068@sockpuppet.com,Katie_5068,ggcnzv,27,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,OVERT,A33ZLN05SVEI66
